instname,state,tuition,revenue,control,total_enrollment,all_employees
ITT Technical Institute-Springfield,Virginia,16848,14943081,3,897,87
ITT Technical Institute-Chantilly,Virginia,16848,10994345,3,634,67
The Art Institute of California-Orange County,California,24144,46826106,3,1873,236
Franklin W. Olin College of Engineering,Massachusetts,36400,34416660,2,339,115
Lincoln Technical Institute,Pennsylvania,,4894240,3,619,60
Lincoln Technical Institute,Pennsylvania,,9538208,3,1187,85
Won Institute of Graduate Studies,Pennsylvania,,1760570,2,49,36
Lincoln Technical Institute,New Jeresy,,8173276,3,1084,108
Pima Medical Institute-Colorado Springs,Colorado,,3455011,3,628,39
University of Phoenix-Kansas City Campus,Missouri,9528,7380922,3,825,291
University of Phoenix-Atlanta Campus,Georgia,9528,17304173,3,1882,389
University of Phoenix-Chicago Campus,Illinois,9528,13737142,3,1546,339
University of Phoenix-Nashville Campus,Tennessee,9048,24628946,3,2497,416
University of Phoenix-Northern Virginia Campus,Virginia,10032,5578128,3,526,186
United Beauty College Inc,California,,445319,3,66,12
Birthwise Midwifery School,Maine,8290,293669,3,40,12
Le Cordon Bleu College of Culinary Arts,Florida,39500,22762044,3,1113,113
Paul Mitchell the School-Costa Mesa,California,,4887979,3,306,44
Ave Maria School of Law,Florida,,16836660,2,375,98
Everest College-Arlington,Virginia,15179,11820290,3,783,62
Tulsa Welding School-Jacksonville Campus,Florida,,12718075,3,839,57
ITT Technical Institute-Canton,Michigan,16848,23119960,3,1296,144
ITT Technical Institute-King of Prussia,Pennsylvania,16848,10024337,3,575,88
Lancaster General College of Nursing & Health Sciences,Pennsylvania,15300,17969164,2,889,196
DeVry University-North Carolina,North Carolina,14080,10637214,3,726,43
Interactive College of Technology,Georgia,7080,1259572,3,50,11
Anthem Institute-Cherry Hill,New Jeresy,,6571258,3,538,55
Westwood College-Ft Worth,Texas,12702,8897125,3,367,91
Westwood College-Dallas,Texas,12702,12966482,3,611,89
CoxHealth School of Diagnostic Medical Sonography,Missouri,3333,53913,2,12,4
Alaska Christian College,Alaska,7500,1781211,2,38,30
New Covenant International University,Florida,,,2,,0
Grantham University,Missouri,,33191180,3,7573,425
NASCAR Technical Institute,North Carolina,,39347000,3,2200,141
High-Tech Institute-Las Vegas,Nevada,,8980693,3,681,58
National American University-Overland Park,Kansas,11705,4864870,3,480,53
Everest Institute-Austin,Texas,,19864360,3,1489,105
Everest College-Burr Ridge,Illinois,,11023190,3,865,82
Medvance Institute-West Palm,Florida,,14445369,3,1067,65
Tohono O'Odham Community College,Arizona,3660,6542301,1,254,80
Everest College-Dallas,Texas,32665,18868598,3,1261,114
Edward Via Virginia College of Osteopathic Medicine,Virginia,,28940936,2,739,132
DeVry University-Pennsylvania,Pennsylvania,14400,38802823,3,2429,346
Pacific College of Oriental Medicine,Illinois,11074,2939570,3,214,57
Ronny J's Barber Styling,Texas,,2608399,3,39,20
Southwest Institute of Healing Arts,Arizona,,6649369,3,1482,133
University of Cosmetology,Missouri,,,3,30,3
University of Antelope Valley,California,,11301435,3,792,97
Birthingway College of Midwifery,Oregon,12500,767356,2,79,24
Blue Water College of Cosmetology Inc,Michigan,,585623,3,78,5
Pima Medical Institute,New Mexico,,334926,3,34,3
Brighton Center's Center for Employment Training,Kentucky,,292737,2,62,9
California Healing Arts College,California,,2111180,3,120,15
Dallas Barber & Stylist College,Texas,,1438080,3,140,14
NorthShore University HealthSystems School of Nurse Anesthesia,Illinois,,728850,2,63,7
Faith Evangelical Seminary,Washington,5850,1878534,2,197,26
Family of Faith College,Oklahoma,4950,370386,2,55,22
Hood Theological Seminary,North Carolina,,3433473,2,255,49
Instituto Pre-Vocacional e Indust de Puerto Rico,Puerto Rico,5960,572584,2,143,35
International Technological University,California,6600,,2,1011,32
Irene's Myomassology Institute,Michigan,,3252581,3,327,93
Jay's Technical Institute,Texas,,1208822,3,,13
Mr John's School of Cosmetology & Nails,Illinois,,295124,3,36,4
NTMA Training Centers of Southern California,California,,12610969,2,154,72
PC Age,New Jeresy,,748788,3,69,8
PC Age II,New Jeresy,,546895,3,55,13
American Institute-School of Health Careers,Florida,,7832093,3,829,73
South Florida Institute of Technology,Florida,,481036,3,858,47
Southeastern Institute-Charleston,South Carolina,,2746503,3,255,43
Keiser Career College-Jacksonville,Florida,13376,1815160,3,152,42
Toni & Guy Hairdressing Academy,Colorado,,1862575,3,39,22
Trend Barber College,Texas,,1218548,3,150,17
Valley Grande Institute for Academic Studies,Texas,,8212011,2,454,63
West Coast University,California,65636,50629507,3,1792,216
Williamson Christian College,Tennessee,7560,904788,2,80,22
International Barber & Style College,Tennessee,,1212803,3,204,26
Illinois Eastern Community College System Office,Illinois,,3761514,1,,69
DigiPen Institute of Technology,Washington,17463,14789504,3,890,106
California College of Vocational Careers,California,,1286887,3,82,15
Medvance Institute-Fort Lauderdale,Florida,,7711734,3,770,63
University of Phoenix-Cincinnati Campus,Ohio,10032,1195739,3,143,146
University of Phoenix-Wichita Campus,Kansas,9048,747446,3,71,75
University of Phoenix-Charlotte Campus,North Carolina,9192,11460313,3,1154,227
Connecticut Center for Massage Therapy-Groton,Connecticut,,1035502,3,135,33
ITT Technical Institute-Duluth,Georgia,16848,11050228,3,666,95
ITT Technical Institute-Hilliard,Ohio,16848,10521996,3,567,88
University of Phoenix-Indianapolis Campus,Indiana,8760,4182586,3,505,159
Career Institute of Health and Technology,New York,,4458948,3,511,47
Le Cordon Bleu College of Culinary Arts,Georgia,36500,20362892,3,1066,95
Ohio Center for Broadcasting-Colorado Campus,Colorado,,2319793,3,98,60
Paul Mitchell the School-Rhode Island,Rhode Island,,3295960,3,274,24
Miller-Motte Technical College-Chattanooga,Tennessee,7920,9245347,3,675,79
Westwood College-Chicago Loop,Illinois,13652,22548465,3,885,149
Interactive Learning Systems,Texas,,1266370,3,33,8
Bexley Hall Episcopal Seminary,Ohio,,721804,2,17,6
University of North Texas System,Texas,,21618736,1,,158
Allied College South,Missouri,,6995015,3,446,52
Everest Institute-Norcross,Georgia,,13745804,3,1111,69
STRAYER UNIVERSITY-MEMPHIS CAMPUS,Tennessee,9396,,3,,
STRAYER UNIVERSITY-LOWER BUCKS CAMPUS,Pennsylvania,9396,,3,,
Career Centers of Texas-Brownsville,Texas,,9851850,3,628,63
Career Centers of Texas-Corpus Christi,Texas,,13028834,3,755,78
American Professional Institute,Georgia,10960,18831043,3,1299,206
Everest College-Arlington,Texas,16333,12506057,3,783,52
University of Phoenix-Eastern Washington Campus,Washington,8760,,3,,57
University of Phoenix-Columbus Georgia Campus,Georgia,9048,12895792,3,1283,159
University of Phoenix-Columbus Ohio Campus,Ohio,10032,2242720,3,226,125
University of Phoenix-Central Massachusetts Campus,Massachusetts,10800,960645,3,133,95
University of Phoenix-Little Rock Campus,Arkansas,8160,9547587,3,1258,197
Charlie's Guard-Detective Bureau and Academy Inc,Puerto Rico,5976,1871976,3,206,31
DeVry University-Nevada,Nevada,14080,5203148,3,373,48
Everest College-Chicago,Illinois,,22874071,3,1995,100
DeVry University-Oregon,Oregon,14080,2608380,3,218,43
Westwood College-Houston South,Texas,12702,10596862,3,478,91
Byzantine Catholic Seminary,Pennsylvania,,1300290,2,11,12
Remington College-Cleveland West Campus,Ohio,14280,7505417,3,436,72
Northcentral University,Arizona,7440,31370897,3,8376,557
Colorado Technical University Online,Colorado,14432,361907515,3,30924,1780
American Career Institute,Maryland,,1645050,3,219,25
Bayamon Community College,Puerto Rico,6150,1151823,3,160,25
LeGrand Institute of Cosmetology Inc,South Carolina,,183968,3,33,7
Everest Institute-Detroit,Michigan,,11665308,3,959,81
Draughons Junior College-Murfreesboro,Tennessee,12960,7733741,3,369,65
Cambridge Technical Institute,Puerto Rico,,800776,3,210,21
Empire Beauty School-Midlothian,Virginia,,1824832,3,85,11
Empire Beauty School-Owings Mills,Maryland,,2025927,3,111,13
Empire Beauty School-West Mifflin,Pennsylvania,,1883989,3,90,10
Academy of Nail Skin and Hair Inc,Montana,,680923,3,167,14
ATI College,California,,2101474,3,159,22
Advance Science Institute,Florida,,528015,3,149,17
Advanced College,California,,3814408,3,207,31
Advanced Tech College,Puerto Rico,,976281,3,170,25
Advanced Training Associates,California,,952320,3,45,12
American Advanced Technicians Institute,Florida,,1917184,3,135,18
Anamarc Educational Institute,Texas,,5213021,3,715,68
Baptist University of the Americas,Texas,4080,3385895,2,208,53
The Beauty Institute,Florida,,574291,3,99,20
Beis Medrash Heichal Dovid,New York,8450,1195416,2,134,5
Bellefonte Academy of Beauty,Kentucky,,3438242,3,136,12
Blue Cliff Career College,Alabama,,1582859,3,220,19
Burlington Technical Center,Vermont,,105900,1,7,4
Career Beauty College,Tennessee,,237399,3,23,3
Carnegie Institute of Integrative Medicine and Massotherapy,Ohio,,1971686,2,163,31
Carolina Academy of Cosmetic Art & Science,North Carolina,,2244258,3,210,28
CES College,California,,779694,2,,
Computer Tutor Business and Technical Institute,California,,1474537,3,135,11
Court Reporting Institute of Louisiana,Louisiana,7200,302522,3,52,11
Culinary Academy of Austin,Texas,,690259,3,25,6
Culinary Institute Inc,Texas,,4528193,3,199,37
Dade Medical College,Florida,,11890583,3,178,134
Escuela Hotelera de San Juan,Puerto Rico,9800,4978479,3,323,51
Expertise Cosmetology Institute,Nevada,,4752708,2,148,27
Paul Mitchell The School-Monroe,Wisconsin,,347879,3,21,11
Hawaii Technology Institute,Hawaii,,121559,2,8,13
Healing Arts Institute,Ohio,,468689,3,46,15
Health Works Institute,Montana,,347164,3,32,23
In Session Arts of Cosmetology Beauty School,Michigan,,494849,3,76,8
Moore Career College,Louisiana,,536429,3,60,20
Industrial Technical College,Puerto Rico,6330,1207948,3,228,20
Institute of Beauty Occupation and Technology Course,Puerto Rico,,795260,3,36,20
Institute of Clinical Acupuncture & Oriental Med,Hawaii,,439699,3,33,17
Institute of Hair Design,Oklahoma,,296172,3,50,8
Javelin Technical Training Center,Georgia,,17712873,3,1208,123
Jones International University,Colorado,11400,27491891,3,3861,395
Leston College,Puerto Rico,,604721,3,112,32
Lynndale Fundamentals of Beauty LLC,Arkansas,,117358,1,16,6
Medical Professional Institute,Massachusetts,,1109840,3,121,25
New Life Theological Seminary,North Carolina,6230,948919,2,95,26
Ogden Institute of Massage Therapy,Utah,,172699,3,19,14
Omnitech Institute,Georgia,,4299840,3,99,39
PC Tech Learning Center,New Jeresy,,,3,112,38
Silicon Valley University,California,9000,,2,,
Skinworks School of Advanced Skincare,Utah,,551017,3,35,11
Southeastern Institute-Columbia,South Carolina,,2133480,3,182,31
Tap This Valley Works CET,Virginia,,,2,13,5
Technical Learning Centers Inc,District of Columbia,,1601391,3,128,18
Total Look School of Cosmetology & Massage Therapy,Iowa,,150550,3,15,3
The Art Institute of Tucson,Arizona,16812,8596514,3,346,89
Turning Point Beauty College,Arizona,,668802,3,86,10
Unitech Training Academy,Louisiana,,3036730,3,249,36
American InterContinental University-Online,Illinois,16803,343658385,3,26630,1359
Toyota Technological Institute at Chicago,Illinois,,6918231,2,12,30
Westwood College-Atlanta Midtown,Georgia,13652,17640752,3,675,110
ITT Technical Institute-Eden Prairie,Minnesota,16848,11168907,3,673,99
Virginia College-Mobile,Alabama,12800,9713494,3,737,74
Le Cordon Bleu College of Culinary Arts,Nevada,28500,15565522,3,723,81
International Academy of Design and Technology,Michigan,12600,16489691,3,1002,136
American InterContinental University,Texas,14370,8543817,3,514,85
Sanford-Brown Institute,Texas,,4763968,3,505,50
University of California-Merced,California,29557,109767000,1,3414,1131
Everest College-Fort Worth,Texas,,12276604,3,939,71
Remington College-North Houston Campus,Texas,14219,12608525,3,796,77
Paul Mitchell the School-Orlando,Florida,,3490644,3,294,40
Pima Medical Institute,Nevada,,6874076,3,992,57
Remington College-Nashville Campus,Tennessee,14149,7549602,3,449,58
Platt College,Oklahoma,,6519299,3,456,52
Westwood College-Northlake,Georgia,13652,12992256,3,490,82
University of Phoenix-Jersey City Campus,New Jeresy,10800,4805839,3,533,197
University of Phoenix-Minneapolis/St Paul Campus,Minnesota,10032,3215421,3,341,166
Career Centers of Texas-Ft Worth,Texas,,11184643,3,721,77
Kaplan College-Midland,Texas,,7031140,3,494,49
Texas Careers-Lubbock,Texas,,8356664,3,490,50
North-West College-Riverside,California,,2840899,3,159,24
Everest Institute-Chelsea,Massachusetts,,6803935,3,494,39
Everest Institute-Eagan,Minnesota,,10960553,3,939,66
University of Phoenix-Louisville Campus,Kentucky,8400,1837474,3,187,104
DeVry University-Minnesota,Minnesota,14080,4913040,3,573,44
Kaplan University-Council Bluffs Campus,Iowa,14515,4829111,3,332,49
Everest University-Orange Park,Florida,13248,20908567,3,1359,98
Wyotech-West Sacramento,California,,23346189,3,737,108
Everest Institute-Bissonnet,Texas,,16224328,3,1331,120
Everest College-McLean,Virginia,33600,6688611,3,408,49
Colegio Tecnico de Electricidad Galloza,Puerto Rico,,289223,3,74,11
Empire Beauty School-St Paul,Minnesota,,1329978,3,90,11
Anthem Institute-North Brunswick,New Jeresy,,6078826,3,527,66
High-Tech Institute-Memphis,Tennessee,,9019048,3,714,61
High-Tech Institute-Kansas City,Missouri,,3471229,3,323,43
University of Phoenix-Central Valley Campus,California,9912,27055508,3,2644,445
L'Ecole Culinaire,Missouri,11100,10594724,3,614,44
University of Southern Nevada,Nevada,27000,33143743,2,833,194
Medvance Institute-Stuart,Florida,,3725433,3,474,58
Medvance Institute-Miami,Florida,,5241058,3,497,42
Aviation Institute of Maintenance-Manassas,Virginia,,3905214,3,187,27
Everest College-North Aurora,Illinois,,8940166,3,609,43
Cosmetology School of Arts and Sciences,Idaho,,322056,3,54,7
Universal Technical Institute of Pennsylvania Inc,Pennsylvania,,39294000,3,2400,135
Heritage College,Missouri,,8359909,3,852,71
American Commercial College,Louisiana,,875170,3,139,28
Kenneth Shuler School of Cosmetology,South Carolina,,1898142,3,156,16
Kenneth Shuler School of Cosmetology,South Carolina,,2124639,3,183,12
Institute for the Psychological Sciences,Virginia,,3351179,2,71,29
Northwest Health Careers,Nevada,,2554995,3,217,17
Soma Institute-The National School of Clinical Massage Therapy,Illinois,,3069383,3,378,37
Aguadilla Technical College,Puerto Rico,,75228,3,26,8
Brio Academy of Cosmetology-Niantic,Connecticut,,1281502,3,162,20
American Academy of Acupuncture and Oriental Medicine,Minnesota,,1459460,3,115,31
Arizona School of Acupuncture and Oriental Medicine,Arizona,,808680,3,60,36
Ave Maria University,Florida,17165,36779409,2,825,177
Blue Sky School of Professional Massage and Therapeutic Bodywork,Wisconsin,,1528711,2,144,34
Buchanan Beauty College,Tennessee,,435600,3,37,5
CALC Institute of Technology,Illinois,,1455706,3,194,17
Cambridge Junior College,California,,1503187,3,188,23
Cambridge Institute of Allied Health,Florida,,1137594,3,398,15
Career Care Institute,California,,7801216,3,637,68
Career Institute of Florida,Florida,,2281763,3,71,30
Career Quest Learning Center,Michigan,,5450842,3,429,55
Central State Massage Academy,Oklahoma,5620,644703,3,69,12
CIT College of InfoMedical Technology,California,,5734273,3,529,57
Community Christian College,California,9998,1253298,2,74,11
Crossett School of Cosmetology,Arkansas,,294880,3,30,4
Culpeper Cosmetology Training Center,Virginia,,183970,1,18,3
Day Spa Career College,Mississippi,,367133,3,44,4
Eastern School of Acupuncture and Traditional Medicine,New Jeresy,14895,836035,3,70,37
Ecclesia College,Arkansas,14250,1824050,2,191,88
College for Technical Education,Kentucky,,1834128,2,419,16
European Massage Therapy School,Illinois,,469726,3,49,14
Evergreen Beauty and Barber College,Washington,,1676660,3,142,10
Galiano Career Academy,Florida,,,3,154,31
Paul Mitchell The School-Great Lakes,Michigan,,1254471,3,123,19
Harley's Beauty and Barber Career Institute,South Carolina,,113799,3,15,5
Healthcare Training Institute,New Jeresy,,1872379,3,92,27
HTEC-Houston's Training and Education Center Inc,Texas,,250278,3,75,11
