instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Eastern Center for Arts and Technology,Pennsylvania,,1170944,1,52,,-75.109086,40.158178
Messiah College,Pennsylvania,15000,71627311,2,2735,520,-76.99034,40.15834
Abington Memorial Hospital Dixon School of Nursing,Pennsylvania,6000,348760549,2,36,,-75.12968,40.161701
Douglas Education Center,Pennsylvania,,1290269,3,107,,-79.888647,40.161905
Philadelphia Biblical University-Langhorne,Pennsylvania,9640,16583696,2,1434,284,-74.9079,40.163948
Washington & Jefferson College,Pennsylvania,18675,44465445,2,1217,295,-80.242453,40.165836
Buck's County School of Beauty Culture Inc,Pennsylvania,,353756,3,84,9,-75.007309,40.16628
Theological Seminary of the Reformed Episcopal Church,Pennsylvania,,,2,6,,-75.290785,40.167829
Levittown Beauty Academy,Pennsylvania,,416387,3,97,,-74.828832,40.177162
Montgomery County Community College,Pennsylvania,5184,36900718,1,9099,1158,-75.279293,40.177948
Washington Hospital School of Nursing,Pennsylvania,5370,1885647,2,89,,-80.24688,40.183077
Washington Hospital School of Radiography,Pennsylvania,,239740,2,23,,-80.24688,40.183077
Pennsylvania Commercial College,Pennsylvania,7100,2659214,3,135,15,-80.235817,40.183544
Ursinus College,Pennsylvania,19950,44764546,2,1240,366,-75.457724,40.191133
Computer Learning Network-Resident School,Pennsylvania,,2407283,3,213,,-76.974453,40.193309
Gwynedd Mercy College,Pennsylvania,13500,20959500,2,1686,214,-75.24213,40.1938
Automotive Training Center,Pennsylvania,,4504172,3,233,,-75.075914,40.195059
Empire Beauty School-Warminster,Pennsylvania,,11678076,3,120,,-75.100683,40.201978
Dickinson College,Pennsylvania,23120,68729523,2,2067,699,-77.19622,40.20364
Lansdale School of Business,Pennsylvania,5400,2762141,3,461,,-75.284088,40.223987
Calvary Baptist Theological Seminary,Pennsylvania,,,2,80,,-75.313533,40.230353
Antonelli Medical and Professional Institute,Pennsylvania,,1581818,3,57,,-75.617384,40.234398
Westmoreland County Community College,Pennsylvania,3456,22451389,1,5378,591,-79.565547,40.235075
Bucks County Community College,Pennsylvania,6390,44895143,1,8938,812,-74.964,40.24118
Lansdale School of Cosmetology Inc,Pennsylvania,,281334,3,51,,-75.286325,40.243114
ITT Technical Institute,Pennsylvania,8073,3310810,3,301,33,-76.813831,40.251282
Western Area Career and Technology Center,Pennsylvania,,203371,1,29,,-80.245084,40.252341
Harrisburg University of Science and Technology,Pennsylvania,14000,3908251,2,112,32,-76.879924,40.261668
Thompson Institute,Pennsylvania,7481,10443464,3,855,66,-76.791295,40.262191
Pennsylvania Highlands Community College,Pennsylvania,6120,5069292.65,1,1213,195,-78.837374,40.263954
Greater Johnstown Career and Technology Center,Pennsylvania,,8552449,1,237,,-78.838152,40.269577
Biblical Theological Seminary,Pennsylvania,,2426685,2,280,,-75.303253,40.281932
Saint Vincent College,Pennsylvania,14250,27704603,2,1304,352,-79.401011,40.290677
Harrisburg Area Community College-Harrisburg,Pennsylvania,5715,55297649,1,10097,941,-76.884796,40.291198
Empire Beauty School-Harrisburg,Pennsylvania,,11678326,3,57,,-76.829031,40.293802
Pennsylvania State System of Higher Education-Central Office,Pennsylvania,,24641423,1,,,-76.90426,40.294778
Pennsylvania Academy of Cosmetology and Sciences,Pennsylvania,,254706,3,44,,-78.872494,40.29559
Delaware Valley College,Pennsylvania,15300,27874804,2,1916,418,-75.160171,40.299021
Commonwealth Technical Institute,Pennsylvania,15738,18849541,2,161,49,-78.946049,40.302168
Cambria Rowe Business College,Pennsylvania,5275,4227926,3,316,31,-78.911094,40.302552
Seton Hill University,Pennsylvania,14500,15882262,2,1272,260,-79.549407,40.304997
Conemaugh Valley Memorial Hospital,Pennsylvania,,214966,2,72,,-78.916923,40.30846
Education and Technology Institute,Pennsylvania,,193188,2,19,16,-79.501076,40.308995
Empire Beauty School-Lebanon,Pennsylvania,,11678326,3,40,,-76.424711,40.31185
University of Phoenix-Harrisburg Campus,Pennsylvania,13050,1926000,3,21,,-76.82899,40.31195
Alvernia College,Pennsylvania,11730,15567031,2,1486,261,-75.932994,40.313484
Central Pennsylvania College,Pennsylvania,10600,6400420,3,614,115,-76.9268,40.31463
The Reading Hospital School of Nursing,Pennsylvania,9861,658409,2,123,,-75.95072,40.325052
Lebanon Valley College,Pennsylvania,16730,31389749,2,2033,335,-76.513286,40.331027
Reading Area Community College,Pennsylvania,5220,15538732.53,1,2900,281,-75.933778,40.334493
Pace Institute,Pennsylvania,6400,1904573,3,,,-75.925087,40.336235
Academy of Medical Arts and Business,Pennsylvania,6800,3630100,3,295,59,-76.8311,40.337215
Lebanon County Area Vocational Technical School,Pennsylvania,,703718,1,82,,-76.396203,40.341971
Empire Beauty School-West Mifflin,Pennsylvania,,1758219,3,193,,-79.95319,40.343816
Berks Technical Institute,Pennsylvania,8627,3918267,3,842,85,-75.978461,40.343873
Pittsburgh Institute of Aeronautics,Pennsylvania,,6879920,2,304,84,-79.926945,40.350509
All State Career School,Pennsylvania,,,3,,,-79.934297,40.358784
Albright College,Pennsylvania,18910,33997721,2,1581,377,-75.911489,40.360911
Empire Beauty School-Reading,Pennsylvania,,11678176,3,64,,-75.92755,40.37024
Evangelical School of Theology,Pennsylvania,,1645323,2,158,23,-76.305578,40.371554
South Hills Beauty Academy,Pennsylvania,,455467,3,191,,-80.041706,40.389457
Dean Institute of Technology,Pennsylvania,7560,749899,3,176,37,-80.01497,40.410653
Pittsburgh Technical Institute,Pennsylvania,12480,21946170,3,1646,256,-80.191879,40.422729
ITT Technical Institute,Pennsylvania,8073,3906014,3,403,36,-80.040659,40.424365
Bradford School,Pennsylvania,8508,5249560,3,479,35,-80.00571,40.43376
Huntingdon County Career and Technology Center,Pennsylvania,,160170,1,17,,-77.92765,40.43416
Mercy Hospital School of Nursing,Pennsylvania,6825,210727,2,53,,-79.986717,40.435146
ICM School of Business and Medical Careers,Pennsylvania,,9916600,3,573,88,-80.002598,40.437423
Art Institute Pittsburgh,Pennsylvania,11745,26465047,3,2443,247,-79.999419,40.437469
Duquesne University,Pennsylvania,14378,193483174,2,9742,2444,-79.991413,40.437958
Point Park University,Pennsylvania,12054,28412751,2,2619,270,-80.002,40.438468
Carlow University,Pennsylvania,12450,21428451,2,2112,365,-79.962189,40.439057
Academy of Court Reporting Inc-Pittsburgh,Pennsylvania,9555,1739731,3,168,,-80.001875,40.439573
Duff's Business Institute,Pennsylvania,,5511709,3,529,33,-80.003512,40.440922
University of Pittsburgh-Main Campus,Pennsylvania,13434,954746718,1,32544,11709,-79.959072,40.441349
Western School of Health and Business Careers,Pennsylvania,9000,7321686,3,565,73,-79.99605,40.442589
Career Training Academy,Pennsylvania,,791907,3,73,,-79.77666,40.442619
Pennsylvania Culinary Institute,Pennsylvania,9990,26988822,3,1675,282,-79.999317,40.44265
Vet Tech Institute,Pennsylvania,6600,1536929,3,288,28,-80.000523,40.443822
Carnegie Mellon University,Pennsylvania,22100,542675330,2,8438,3933,-79.942996,40.444593
Reformed Presbyterian Theological Seminary,Pennsylvania,,1105597,2,82,15,-79.897359,40.447833
The Art Institute of Pittsburgh-Online Division,Pennsylvania,20976,143107251,3,7032,,-79.988026,40.448458
Chatham College,Pennsylvania,17388,38387673,2,1009,323,-79.92579,40.44896
Forbes Road Career and Technology Center,Pennsylvania,,4662610,1,56,,-79.752363,40.451714
Rosedale Technical Institute,Pennsylvania,9000,1507324,2,86,21,-80.104987,40.452366
University of Pittsburgh Medical Center-Shadyside School of Nursing,Pennsylvania,7000,832817,2,52,,-79.940329,40.455408
UPMC Presbyterian Shadyside Dietetic Internship,Pennsylvania,,7000,2,3,0,-79.940329,40.455408
Bidwell Training Center Inc,Pennsylvania,,3722093,2,69,49,-80.03193,40.457234
Pittsburgh Institute of Mortuary Science Inc,Pennsylvania,5800,1172134,2,113,19,-79.930315,40.459417
Mount Aloysius College,Pennsylvania,9800,15725029,2,1219,265,-78.601107,40.46055
Western Pennsylvania Hospital School of Nursing,Pennsylvania,13384,236126388,2,58,,-79.945023,40.462323
Triangle Tech Inc-Pittsburgh,Pennsylvania,8198,9354299,3,894,139,-80.011269,40.464222
Pennsylvania Institute of Taxidermy Inc,Pennsylvania,,1091501,3,6,,-78.754057,40.464805
Pittsburgh Theological Seminary,Pennsylvania,,13955890,2,317,78,-79.921641,40.468454
Ohio Valley Hospital School of Nursing,Pennsylvania,6840,181848,2,9,,-80.092798,40.472447
Byzantine Catholic Seminary,Pennsylvania,,773660,2,15,,-80.014893,40.484388
Computer Learning Network,Pennsylvania,,1537906,3,169,,-78.395457,40.486851
St Margaret School of Nursing,Pennsylvania,4250,94462,2,24,,-79.862807,40.491707
Pennsylvania Gunsmith School,Pennsylvania,6000,454094,3,24,,-80.068609,40.496736
Juniata College,Pennsylvania,18030,52996392,2,1279,326,-78.017252,40.498705
Sewickley Valley Hospital School of Nursing,Pennsylvania,9732,119074,2,29,,-80.213433,40.501432
Altoona Beauty School Inc,Pennsylvania,,200382,3,29,,-78.386828,40.502218
Saint Francis University,Pennsylvania,14100,31487697,2,1993,566,-78.640287,40.507523
Altoona Area Vocational Technical School,Pennsylvania,,937203,1,120,,-78.397115,40.508532
Kutztown University of Pennsylvania,Pennsylvania,9046,89445233,1,8069,919,-75.783809,40.510011
Pruonto's Hair Design Institute Inc,Pennsylvania,,216672,3,23,,-78.397079,40.513016
Empire Beauty School-North Hills,Pennsylvania,,1307724,3,140,,-80.004767,40.519614
Robert Morris University,Pennsylvania,8460,50559934,2,4750,608,-80.217751,40.519725
DeSales University,Pennsylvania,13350,33505014,2,2405,386,-75.373052,40.537998
Oakbridge Academy of Arts,Pennsylvania,7500,739546,3,72,14,-79.73401,40.548239
Newport Business Institute,Pennsylvania,5500,1076740,3,155,15,-79.736462,40.549561
Career Training Academy,Pennsylvania,,440411,3,24,,-80.02067,40.55036
Citizens School of Nursing,Pennsylvania,6278,98747696,2,42,,-79.76549,40.561677
Career Training Academy,Pennsylvania,,668514,3,60,15,-79.765294,40.566158
La Roche College,Pennsylvania,11100,21907242,2,1673,329,-80.016527,40.568093
ITT Technical Institute,Pennsylvania,8073,4979261,3,410,33,-79.80101,40.57267
Cedar Crest College,Pennsylvania,17100,24852625,2,1679,242,-75.51443,40.586363
Lincoln Technical Institute,Pennsylvania,7650,6979725,3,689,69,-75.569348,40.591297
Trinity Episcopal School for Ministry,Pennsylvania,,5813144,2,189,48,-80.230445,40.593109
Muhlenberg College,Pennsylvania,19910,55819301,2,2443,567,-75.508982,40.596644
Pennsylvania School of Business,Pennsylvania,6900,1315809,3,117,2,-75.465622,40.603832
Mifflin-Juniata Career and Technology Center,Pennsylvania,,305001,1,47,,-77.555715,40.604787
Lehigh University,Pennsylvania,23150,345523000,2,6359,1525,-75.378887,40.607158
St Lukes Hospital School of Nursing,Pennsylvania,11948,1018057,2,126,,-75.392214,40.609015
Indiana University of Pennsylvania-Main Campus,Pennsylvania,9046,171405089,1,13442,1728,-79.159324,40.617057
International Institute for Restorative Practices,Pennsylvania,,2605098,2,38,37,-75.381912,40.621526
Allentown School of Cosmetology,Pennsylvania,,280632,3,54,,-75.427586,40.625576
Welder Training and Testing Institute,Pennsylvania,,947826,3,23,,-75.447413,40.626079
Moravian College and Moravian Theological Seminary,Pennsylvania,18245,42428214,2,1857,354,-75.381572,40.630132
Empire Beauty  School-Lehigh Valley,Pennsylvania,,11678076,3,91,,-75.485024,40.630168
Indiana County Technology Center,Pennsylvania,,339669,1,36,,-79.12235,40.640864
Community College of Beaver County,Pennsylvania,6990,12946742,1,2164,302,-80.305472,40.657056
Lehigh Carbon Community College,Pennsylvania,5850,19889282,1,3690,405,-75.611101,40.662835
Triangle Tech Inc-Bethlehem,Pennsylvania,11978,1618188,3,85,17,-75.375663,40.673182
Northampton County Area Community College,Pennsylvania,5760,35015159,1,5603,948,-75.328203,40.674603
McCann School of Business and Technology,Pennsylvania,6525,6587823,3,723,,-76.235083,40.676029
DCI Career Institute,Pennsylvania,,720981,3,89,,-80.313023,40.677228
Pottsville Hospital School of Nursing,Pennsylvania,5590,49988000,2,64,,-76.189583,40.683663
Empire Beauty School-Pottsville,Pennsylvania,,11677214,3,64,,-76.196917,40.687575
Lafayette College,Pennsylvania,22844,93030138,2,2283,679,-75.20648,40.70033
Beaver Falls Beauty Academy,Pennsylvania,,280037,3,42,,-80.320252,40.754029
Geneva College,Pennsylvania,12350,25584940,2,2127,429,-80.322709,40.774108
South Hills School of Business and Technology,Pennsylvania,8190,2711895.93,3,561,78,-77.856367,40.775622
Schuylkill Technology Centers,Pennsylvania,,7209611,1,140,,-76.228363,40.77626
Empire Beauty School-State College,Pennsylvania,,11679076,3,67,,-77.856876,40.787704
Pennsylvania State University-Main Campus,Pennsylvania,13278,1607604008,1,75485,23397,-77.86286,40.79649
Susquehanna University,Pennsylvania,19380,48530573,2,1772,428,-76.869719,40.79968
Lenape Area Vocational Technical School Practical Nursing Program,Pennsylvania,,370826,1,55,,-79.564521,40.81593
Butler County Community College,Pennsylvania,4680,14349559,1,3011,406,-79.91197,40.82947
Empire Beauty School-Shamokin Dam,Pennsylvania,,11673334,3,40,,-76.81969,40.8487
Butler Beauty School,Pennsylvania,,831637,3,105,,-79.895232,40.85902
Central Pennsylvania Institute of Science and Technology,Pennsylvania,,108231,1,12,,-77.739195,40.882597
Academy of Hair Design,Pennsylvania,,181946,3,17,,-75.993273,40.934804
Bucknell University,Pennsylvania,22740,191578000,2,3560,1044,-76.88354,40.95466
Central Susquehanna Intermediate Unit LPN Career,Pennsylvania,,480775,1,67,,-76.898554,40.963111
Hazleton Area Career Center,Pennsylvania,,69884809,1,20,,-75.992247,40.972401
Lawrence County Vocational Technical School Practical Nursing Program,Pennsylvania,7775,400290,1,27,,-80.33021,40.977157
Stroudsburg School of Cosmetology,Pennsylvania,,197779,3,49,,-75.19657,40.986259
East Stroudsburg University of Pennsylvania,Pennsylvania,9046,68287533,1,5802,826,-75.176916,40.994732
Bloomsburg University of Pennsylvania,Pennsylvania,9046,90558836,1,7567,961,-76.450771,41.005014
Jameson Health System,Pennsylvania,7861,636694127,2,46,,-80.351187,41.013573
Clearfield County Career and Technology Center,Pennsylvania,,227160,1,24,,-78.420627,41.029242
Slippery Rock University of Pennsylvania,Pennsylvania,9046,84531215,1,6803,841,-80.052384,41.060262
New Castle School of Trades,Pennsylvania,6262,3623364,3,347,68,-80.498069,41.085233
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Pennsylvania,,7595470,1,20,,-78.893581,41.110998
Pennsylvania Academy of Cosmetology,Pennsylvania,,240032,3,35,,-78.762082,41.118879
Westminster College,Pennsylvania,15485,37642669,2,1633,357,-80.333014,41.119896
Du Bois Business College,Pennsylvania,5550,3290278,3,413,55,-78.754525,41.124202
Lock Haven University of Pennsylvania,Pennsylvania,7046,49226033,1,3857,505,-77.460807,41.14069
Grove City College,Pennsylvania,6976,212358189,2,2324,,-80.079621,41.157688
Luzerne County Community College,Pennsylvania,4770,31690417,1,5809,383,-75.994584,41.189856
Clarion University of Pennsylvania,Pennsylvania,5428,76296318,1,6028,800,-79.380344,41.211301
Business Institute of Pennsylvania,Pennsylvania,4950,1156575,3,142,28,-80.510495,41.229795
Clarion County Career Center Practical Nursing Program,Pennsylvania,,199417,1,29,,-79.426753,41.232585
Sharon Regional Health System School of Nursing,Pennsylvania,7168,95882179,2,49,,-80.495803,41.23295
Pennsylvania College of Technology,Pennsylvania,7662,74341142,1,5388,992,-77.02565,41.23502
Newport Business Institute,Pennsylvania,5425,1037181,3,112,20,-77.021542,41.237622
Career Development & Employment,Pennsylvania,,606681,3,48,,-75.877059,41.242801
Academy of Creative Hair Design,Pennsylvania,,127658,3,18,,-75.876724,41.242825
Wilkes University,Pennsylvania,15652,38375058,2,3319,450,-75.889946,41.244468
Lycoming College,Pennsylvania,17440,29385918,2,1456,304,-77.000237,41.246839
Empire Beauty School-Williamsport,Pennsylvania,,11677014,3,106,,-76.966783,41.249257
Mercer County Career Center,Pennsylvania,7500,392652,1,26,,-80.250066,41.250372
Wilkes-Barre Area Vocational Technical School of Practical Nursing,Pennsylvania,6725,798093,1,69,,-75.809719,41.26163
King's College,Pennsylvania,15240,36300214,2,2216,473,-75.853966,41.28148
Allied Medical and Technical Institute,Pennsylvania,5600,491110.43,3,,49,-75.882825,41.282158
College Misericordia,Pennsylvania,14470,23258353,2,1664,339,-75.96671,41.340418
Empire Beauty School-Wyoming Valley,Pennsylvania,,11675550,3,45,,-75.70016,41.37412
Yeshivath Beth Moshe,Pennsylvania,6000,1850564,2,42,25,-75.655955,41.394827
University of Scranton,Pennsylvania,17540,101380084,2,4773,1058,-75.658832,41.406823
The Commonwealth Medical College,Pennsylvania,,32854365,2,78,135,-75.656186,41.409313
Lackawanna College,Pennsylvania,7920,7091958,2,1081,145,-75.659675,41.411509
Thiel College,Pennsylvania,14216,14526895,2,980,311,-80.38504,41.412006
ITT Technical Institute-Dunmore,Pennsylvania,14580,225649,3,34,,-75.618245,41.412355
Allied Medical and Technical Institute,Pennsylvania,,120431,3,55,,-75.652326,41.416931
Venango County Area Vocational Technical School,Pennsylvania,,197030,1,26,,-79.686122,41.426357
Marywood University,Pennsylvania,14070,40637586,2,2903,1406,-75.63707,41.432905
Johnson College,Pennsylvania,7780,4367796.77,2,321,63,-75.639879,41.449098
Career Technology Center of Lackawanna County,Pennsylvania,7400,196562,1,56,,-75.650901,41.453068
Baptist Bible College and Seminary,Pennsylvania,7620,9840676,2,783,140,-75.684198,41.497466
St Tikhon's Orthodox Theological Seminary,Pennsylvania,2850,764192,2,36,,-75.401354,41.51476
Keystone College,Pennsylvania,10820,15646238,2,1099,262,-75.75698,41.5568
Crawford County Area Vocational Technical School Practical Nursing Program,Pennsylvania,,163116,1,31,,-80.12578,41.635221
Precision Manufacturing Institute,Pennsylvania,,4738669,2,60,0,-80.157382,41.643286
Allegheny College,Pennsylvania,20410,53623790,2,1890,411,-80.144494,41.650656
Susquehanna County Career and Technology Center,Pennsylvania,5750,1711583,1,4,,-75.89551,41.78638
